WKT	type	osm_id	lat	lon	place	abandoned:place	name	marker-color	marker-size
"POINT (18.6676769 3.1928854)"	points	"4516792533"	3.1928854	18.6676769	village		Libao	yellow	"8"
"POINT (18.7808752 3.6324203)"	points	"4516792535"	3.6324203	18.7808752	village		Libenge-Kete	yellow	"8"
"POINT (19.8 4.916667)"	points	"4516792538"	4.916667	19.8	village		Ligwa	yellow	"8"
"POINT (18.7746629 4.4094591)"	points	"4516792539"	4.4094591	18.7746629	village		Likibala	yellow	"8"
"POINT (20.7929651 4.3136848)"	points	"4516792540"	4.3136848	20.7929651	village		Linginda	yellow	"8"
"POINT (18.750381 3.2146317)"	points	"4516792541"	3.2146317	18.750381	village		Lisala	yellow	"8"
"POINT (19.7235976 5.0534626)"	points	"4516792542"	5.0534626	19.7235976	village		Litoro	yellow	"8"
"POINT (19.0828099 4.7996766)"	points	"4516792543"	4.7996766	19.0828099	village		Liwa I	yellow	"8"
"POINT (18.6521151 3.5938391)"	points	"4516792544"	3.5938391	18.6521151	village		Lobai	yellow	"8"
"POINT (19.1677926 4.0290983)"	points	"4516792545"	4.0290983	19.1677926	village		Lola	yellow	"8"
"POINT (19.5500002 4.4166669)"	points	"4516792546"	4.4166669	19.5500002	village		Lombo	yellow	"8"
"POINT (18.8517 4.582071)"	points	"4516792547"	4.582071	18.8517	village		Longo	yellow	"8"
"POINT (19.1106827 4.0246544)"	points	"4516792548"	4.0246544	19.1106827	village		Lumba	yellow	"8"
"POINT (20.0710364 4.7681772)"	points	"4516792549"	4.7681772	20.0710364	village		Lumba	yellow	"8"
"POINT (18.9115622 3.4076133)"	points	"4516792550"	3.4076133	18.9115622	village		Mabo-Kogba	yellow	"8"
"POINT (18.8371058 3.4318396)"	points	"4516792551"	3.4318396	18.8371058	village		Mabo-Taw	yellow	"8"
"POINT (18.9507643 3.1642153)"	points	"4516792552"	3.1642153	18.9507643	village		Mabolongo	yellow	"8"
"POINT (18.7566022 3.4654171)"	points	"4516792553"	3.4654171	18.7566022	village		Mabu-Gboybo	yellow	"8"
"POINT (18.79907 4.4491)"	points	"4516792555"	4.4491	18.79907	village		Mahango	yellow	"8"
"POINT (18.6869072 3.6017661)"	points	"4516792557"	3.6017661	18.6869072	village		Maleba	yellow	"8"
"POINT (18.995024 3.3019319)"	points	"4516792558"	3.3019319	18.995024	village		Mame	yellow	"8"
"POINT (20.7833332 3.833333)"	points	"4516792560"	3.833333	20.7833332	village		Maniko	yellow	"8"
"POINT (18.6699823 3.3710416)"	points	"4516792562"	3.3710416	18.6699823	village		Matalimbo	yellow	"8"
"POINT (18.6530677 3.5815645)"	points	"4516792563"	3.5815645	18.6530677	village		Matari	yellow	"8"
"POINT (18.6406491 3.3920689)"	points	"4516792564"	3.3920689	18.6406491	village		Mawoko	yellow	"8"
"POINT (20.351393 4.734335)"	points	"4516792565"	4.734335	20.351393	village		Mayaka	yellow	"8"
"POINT (18.8910885 3.1130553)"	points	"4516792566"	3.1130553	18.8910885	village		Mazuku	yellow	"8"
"POINT (20.065857 4.8827316)"	points	"4516792567"	4.8827316	20.065857	village		Mbandi	yellow	"8"
"POINT (19.7162987 4.2035296)"	points	"4516792568"	4.2035296	19.7162987	village		Mbele	yellow	"8"
"POINT (19.366259 4.972745)"	points	"4516792569"	4.972745	19.366259	village		Mbele	yellow	"8"
"POINT (18.6333329 3.9000001)"	points	"4516792570"	3.9000001	18.6333329	village		Mboma	yellow	"8"
"POINT (18.684076 3.0297561)"	points	"4516792571"	3.0297561	18.684076	village		Menge	yellow	"8"
"POINT (18.6714303 3.1669144)"	points	"4516792572"	3.1669144	18.6714303	village		Mindu	yellow	"8"
"POINT (20.9661285 4.2515056)"	points	"4516792573"	4.2515056	20.9661285	village		Moanda	yellow	"8"
"POINT (21.1223927 4.2699041)"	points	"4516792574"	4.2699041	21.1223927	village		Mobayi	yellow	"8"
"POINT (21.1833331 4.3)"	points	"4516792575"	4.3	21.1833331	village		Mobayi-Mbongo	yellow	"8"
"POINT (20.8662378 4.2637995)"	points	"4516792576"	4.2637995	20.8662378	village		Mobeke	yellow	"8"
"POINT (18.6832186 3.070415)"	points	"4516792577"	3.070415	18.6832186	village		Mobenga	yellow	"8"
"POINT (18.9526507 3.3527274)"	points	"4516792578"	3.3527274	18.9526507	village		Mobengbanga	yellow	"8"
"POINT (18.7176434 3.548681)"	points	"4516792579"	3.548681	18.7176434	hamlet		Modembanga	gray	"6"
"POINT (19.6999999 4.1999999)"	points	"4516792580"	4.1999999	19.6999999	village		Modiri	yellow	"8"
"POINT (18.9192688 3.3632579)"	points	"4516792582"	3.3632579	18.9192688	village		Mogaraba	yellow	"8"
"POINT (18.6884771 3.2357869)"	points	"4516792583"	3.2357869	18.6884771	village		Mogomba	yellow	"8"
"POINT (18.8175051 3.1535004)"	points	"4516792584"	3.1535004	18.8175051	village		Mogombo	yellow	"8"
"POINT (20.8021378 4.413477)"	points	"4516792585"	4.413477	20.8021378	village		Mogoro	yellow	"8"
"POINT (18.9093978 3.3890635)"	points	"4516792586"	3.3890635	18.9093978	village		Mokanda	yellow	"8"
"POINT (20.8240497 4.3035178)"	points	"4516792587"	4.3035178	20.8240497	village		Mokanzi	yellow	"8"
"POINT (18.7309895 3.8939553)"	points	"4516792588"	3.8939553	18.7309895	village		Mokungu	yellow	"8"
"POINT (19.0901292 4.0190192)"	points	"4516792589"	4.0190192	19.0901292	village		Molenge	yellow	"8"
"POINT (18.6773884 3.0450532)"	points	"4516792590"	3.0450532	18.6773884	village		Mombondo	yellow	"8"
"POINT (18.943837 4.6450146)"	points	"4516792591"	4.6450146	18.943837	village		Mondika	yellow	"8"
"POINT (18.833333 4.1)"	points	"4516792592"	4.1	18.833333	village		Mondjo	yellow	"8"
"POINT (18.6564358 3.5238553)"	points	"4516792593"	3.5238553	18.6564358	village		Mondonga	yellow	"8"
"POINT (21.3000001 4.2833329)"	points	"4516792594"	4.2833329	21.3000001	village		Monenge	yellow	"8"
"POINT (18.6641521 3.3823251)"	points	"4516792595"	3.3823251	18.6641521	village		Monganzu	yellow	"8"
"POINT (18.822391 3.4523538)"	points	"4516792596"	3.4523538	18.822391	village		Mongata	yellow	"8"
"POINT (18.902732 3.1599047)"	points	"4516792597"	3.1599047	18.902732	village		Mongila	yellow	"8"
"POINT (18.7175809 3.5413451)"	points	"4516792598"	3.5413451	18.7175809	village		Mongo	yellow	"8"
"POINT (19.5503541 4.2385143)"	points	"4516792599"	4.2385143	19.5503541	village		Mongo	yellow	"8"
"POINT (18.774555 3.6221622)"	points	"4516792600"	3.6221622	18.774555	village		Mongomba	yellow	"8"
"POINT (19.999802 4.4418016)"	points	"4516792601"	4.4418016	19.999802	village		Mongoro	yellow	"8"
"POINT (18.6500955 3.2455677)"	points	"4516792603"	3.2455677	18.6500955	village		Motenge-Boma	yellow	"8"
"POINT (19.2286496 4.1035684)"	points	"4516792604"	4.1035684	19.2286496	village		Mpaka	yellow	"8"
"POINT (20.7833332 3.6833329)"	points	"4516792605"	3.6833329	20.7833332	village		Ndangu	yellow	"8"
"POINT (18.7480375 3.895324)"	points	"4516792606"	3.895324	18.7480375	village		Ngalangba	yellow	"8"
"POINT (19.9851783 4.5906267)"	points	"4516792607"	4.5906267	19.9851783	village		Ngalea	yellow	"8"
"POINT (20.5497026 4.2762601)"	points	"4516792608"	4.2762601	20.5497026	hamlet		Ngapo	gray	"6"
"POINT (19.416667 5.0)"	points	"4516792609"	5	19.416667	village		Ngapo	yellow	"8"
"POINT (19.233333 4.983333)"	points	"4516792610"	4.983333	19.233333	village		Ngatungu II	yellow	"8"
"POINT (20.0785694 4.8318363)"	points	"4516792611"	4.8318363	20.0785694	village		Ngonzo	yellow	"8"
"POINT (20.4506362 4.6186116)"	points	"4516792612"	4.6186116	20.4506362	village		Ngopo	yellow	"8"
"POINT (18.944696 4.68961)"	points	"4516792613"	4.68961	18.944696	village		Nzamba	yellow	"8"
"POINT (20.766667 3.866667)"	points	"4516792614"	3.866667	20.766667	village		Ovo	yellow	"8"
"POINT (20.0393625 4.7772945)"	points	"4516792616"	4.7772945	20.0393625	village		Pagwa	yellow	"8"
"POINT (20.0855002 4.8642938)"	points	"4516792617"	4.8642938	20.0855002	village		Pagwa	yellow	"8"
"POINT (21.2333332 4.2833329)"	points	"4516792618"	4.2833329	21.2333332	village		Pamba	yellow	"8"
"POINT (20.7710014 3.9376144)"	points	"4516792619"	3.9376144	20.7710014	village		Pambwa	yellow	"8"
"POINT (19.2666668 5.0166671)"	points	"4516792620"	5.0166671	19.2666668	village		Pandu	yellow	"8"
"POINT (18.850079 4.4944491)"	points	"4516792621"	4.4944491	18.850079	village		Pangbaka	yellow	"8"
"POINT (20.8018444 4.0776863)"	points	"4516792622"	4.0776863	20.8018444	village		Pasagba	yellow	"8"
"POINT (19.1333329 4.5666669)"	points	"4516792623"	4.5666669	19.1333329	village		Pudi	yellow	"8"
"POINT (20.2998836 4.7481756)"	points	"4516792624"	4.7481756	20.2998836	hamlet		Pundungu	gray	"6"
"POINT (18.698266 3.3140041)"	points	"4516792625"	3.3140041	18.698266	village		Sabe	yellow	"8"
"POINT (18.6333329 3.6999999)"	points	"4516792626"	3.6999999	18.6333329	village		Sakasa	yellow	"8"
"POINT (18.6508853 3.4325137)"	points	"4516792627"	3.4325137	18.6508853	village		Salebo	yellow	"8"
"POINT (19.0180655 3.2797449)"	points	"4516792628"	3.2797449	19.0180655	village		Sangi	yellow	"8"
"POINT (18.7475351 3.5575554)"	points	"4516792629"	3.5575554	18.7475351	village		Sangokodo	yellow	"8"
"POINT (18.6771598 3.4029669)"	points	"4516792630"	3.4029669	18.6771598	village		Sanguma	yellow	"8"
"POINT (18.966667 3.4166671)"	points	"4516792631"	3.4166671	18.966667	village		Sani	yellow	"8"
"POINT (19.016667 4.433333)"	points	"4516792632"	4.433333	19.016667	village		Sapi	yellow	"8"
"POINT (18.6000001 4.3333329)"	points	"4516792633"	4.3333329	18.6000001	village		Saratumba	yellow	"8"
"POINT (19.4 4.883333)"	points	"4516792634"	4.883333	19.4	village		Sawa	yellow	"8"
"POINT (19.9021603 4.9678238)"	points	"4516792636"	4.9678238	19.9021603	village		Sawa	yellow	"8"
"POINT (19.4333332 4.916667)"	points	"4516792637"	4.916667	19.4333332	village		Seavoro	yellow	"8"
"POINT (18.6525802 4.2368999)"	points	"4516792638"	4.2368999	18.6525802	village		Sekia	yellow	"8"
"POINT (18.6500002 3.6166669)"	points	"4516792639"	3.6166669	18.6500002	village		Seye-Mokeni	yellow	"8"
"POINT (19.869223 5.017293)"	points	"4516792640"	5.017293	19.869223	village		Sidi	yellow	"8"
"POINT (19.8521458 4.797594)"	points	"4516792642"	4.797594	19.8521458	village		Sili	yellow	"8"
"POINT (18.6606292 3.5007044)"	points	"4516792643"	3.5007044	18.6606292	village		Singa	yellow	"8"
"POINT (18.6823568 3.4625946)"	points	"4516792644"	3.4625946	18.6823568	village		Singa-Betina	yellow	"8"
"POINT (18.782266 3.1635472)"	points	"4516792645"	3.1635472	18.782266	village		Singa-Detsha	yellow	"8"
"POINT (18.6658669 3.1857108)"	points	"4516792646"	3.1857108	18.6658669	village		Singa-Piko	yellow	"8"
"POINT (18.7499999 3.483333)"	points	"4516792647"	3.483333	18.7499999	village		Singa-Tombo	yellow	"8"
"POINT (18.566667 4.2833329)"	points	"4516792648"	4.2833329	18.566667	village		Sombolola	yellow	"8"
"POINT (18.67743 3.4215469)"	points	"4516792650"	3.4215469	18.67743	village		Suka	yellow	"8"
"POINT (18.8833331 4.4)"	points	"4516792651"	4.4	18.8833331	village		Taba	yellow	"8"
"POINT (20.7519575 4.0252485)"	points	"4516792652"	4.0252485	20.7519575	village		Tambili	yellow	"8"
"POINT (21.0844464 4.2863993)"	points	"4516792653"	4.2863993	21.0844464	village		Tanguba	yellow	"8"
"POINT (20.7907971 4.413822)"	points	"4516792654"	4.413822	20.7907971	village		Tima-Rive	yellow	"8"
"POINT (18.8062445 3.4651087)"	points	"4516792655"	3.4651087	18.8062445	village		Tipo	yellow	"8"
"POINT (19.9512969 4.5856185)"	points	"4516792656"	4.5856185	19.9512969	village		Togbo	yellow	"8"
"POINT (18.9863416 3.9511682)"	points	"4516792657"	3.9511682	18.9863416	village		Togbo-Damashua	yellow	"8"
"POINT (19.2739033 4.0954745)"	points	"4516792658"	4.0954745	19.2739033	village		Togbo-Ngonsia	yellow	"8"
"POINT (19.2928322 4.0975289)"	points	"4516792659"	4.0975289	19.2928322	village		Togbo-Pienu	yellow	"8"
"POINT (19.8833332 4.7)"	points	"4516792660"	4.7	19.8833332	village		Togbomalaka	yellow	"8"
"POINT (19.2284219 4.0885722)"	points	"4516792661"	4.0885722	19.2284219	village		Togbonguya	yellow	"8"
"POINT (20.1102943 4.8154481)"	points	"4516792662"	4.8154481	20.1102943	village		Toko	yellow	"8"
"POINT (19.1333329 4.5833331)"	points	"4516792663"	4.5833331	19.1333329	village		Tombo	yellow	"8"
"POINT (20.7833332 3.85)"	points	"4516792664"	3.85	20.7833332	village		Tomongo	yellow	"8"
"POINT (19.2499999 5.0)"	points	"4516792665"	5	19.2499999	village		Toruma	yellow	"8"
"POINT (21.0606033 4.2933739)"	points	"4516792666"	4.2933739	21.0606033	village		Tudu	yellow	"8"
"POINT (19.016667 4.5666669)"	points	"4516792667"	4.5666669	19.016667	village		Tukwa	yellow	"8"
"POINT (19.8648431 4.9578455)"	points	"4516792668"	4.9578455	19.8648431	village		Vere	yellow	"8"
"POINT (20.6423649 4.2987641)"	points	"4516792669"	4.2987641	20.6423649	village		Volopo	yellow	"8"
"POINT (20.919242 4.4154902)"	points	"4516792670"	4.4154902	20.919242	village		Vondo	yellow	"8"
"POINT (19.683333 4.95)"	points	"4516792671"	4.95	19.683333	village		Vongba I	yellow	"8"
"POINT (19.7666669 4.916667)"	points	"4516792672"	4.916667	19.7666669	village		Vongba II	yellow	"8"
"POINT (18.9991382 3.1688429)"	points	"4516792673"	3.1688429	18.9991382	village		Vumbo-Kete	yellow	"8"
"POINT (19.0159275 3.1821516)"	points	"4516792674"	3.1821516	19.0159275	village		Vumbo-Kota	yellow	"8"
"POINT (18.6882719 3.1479558)"	points	"4516792675"	3.1479558	18.6882719	village		Vuye	yellow	"8"
"POINT (19.866667 4.75)"	points	"4516792677"	4.75	19.866667	village		Wapele	yellow	"8"
"POINT (18.7159028 3.4453089)"	points	"4516792678"	3.4453089	18.7159028	village		Wasa	yellow	"8"
"POINT (20.1080036 4.8248873)"	points	"4516792679"	4.8248873	20.1080036	village		Watoro	yellow	"8"
"POINT (18.7329265 3.4510552)"	points	"4516792680"	3.4510552	18.7329265	village		Wazuka	yellow	"8"
"POINT (20.009114 4.7664318)"	points	"4516792682"	4.7664318	20.009114	village		Wodjo	yellow	"8"
"POINT (20.7833332 3.7333329)"	points	"4516792683"	3.7333329	20.7833332	village		Wodzo	yellow	"8"
"POINT (20.7635771 3.9711195)"	points	"4516792684"	3.9711195	20.7635771	village		Wolenge	yellow	"8"
"POINT (19.3333331 5.05)"	points	"4516792685"	5.05	19.3333331	village		Wolongo	yellow	"8"
"POINT (18.7392361 4.376069)"	points	"4516792686"	4.376069	18.7392361	village		Worobe	yellow	"8"
"POINT (19.3333331 4.933333)"	points	"4516792687"	4.933333	19.3333331	village		Wotu	yellow	"8"
"POINT (19.4 5.05)"	points	"4516792688"	5.05	19.4	village		Wotu	yellow	"8"
"POINT (19.6499999 4.95)"	points	"4516792689"	4.95	19.6499999	village		Wuga	yellow	"8"
"POINT (18.8217405 3.7571905)"	points	"4516792690"	3.7571905	18.8217405	village		Wuluwu I	yellow	"8"
"POINT (18.7848001 3.8838273)"	points	"4516792691"	3.8838273	18.7848001	village		Wuluwu II	yellow	"8"
"POINT (18.7247818 4.3669588)"	points	"4516792692"	4.3669588	18.7247818	village		Wuye	yellow	"8"
"POINT (20.7833332 3.6999999)"	points	"4516792693"	3.6999999	20.7833332	village		Wuzu	yellow	"8"
"POINT (18.631111 4.2452779)"	points	"4516792695"	4.2452779	18.631111	village		Yako	yellow	"8"
"POINT (19.3333331 4.916667)"	points	"4516792696"	4.916667	19.3333331	village		Yakwa	yellow	"8"
"POINT (19.8779259 5.0035484)"	points	"4516792697"	5.0035484	19.8779259	village		Yakwa	yellow	"8"
"POINT (18.711942 3.5824772)"	points	"4516792698"	3.5824772	18.711942	village		Yalibi	yellow	"8"
"POINT (19.5500002 4.966667)"	points	"4516792700"	4.966667	19.5500002	village		Yamba	yellow	"8"
"POINT (18.7075361 3.5856889)"	points	"4516792701"	3.5856889	18.7075361	village		Yambanza	yellow	"8"
"POINT (18.7514932 4.0588669)"	points	"4516792703"	4.0588669	18.7514932	village		Yambili II	yellow	"8"
"POINT (18.7161717 3.5664768)"	points	"4516792704"	3.5664768	18.7161717	village		Yamuya	yellow	"8"
"POINT (20.7360415 4.4079157)"	points	"4516792705"	4.4079157	20.7360415	village		Yebe	yellow	"8"
"POINT (18.6721299 3.3630722)"	points	"4516792706"	3.3630722	18.6721299	village		Yeke-Bosua	yellow	"8"
"POINT (19.0275598 3.2116902)"	points	"4516792707"	3.2116902	19.0275598	village		Yembongo	yellow	"8"
"POINT (18.6788365 3.453062)"	points	"4516792708"	3.453062	18.6788365	village		Yongo	yellow	"8"
"POINT (18.6610084 3.3535569)"	points	"4516792709"	3.3535569	18.6610084	village		Yosilu	yellow	"8"
"POINT (19.8820887 4.7358244)"	points	"4516792712"	4.7358244	19.8820887	village		Yuma	yellow	"8"
"POINT (18.6522426 3.2153008)"	points	"4516792713"	3.2153008	18.6522426	hamlet		Yumbi	gray	"6"
"POINT (20.782398 4.3604654)"	points	"4516792714"	4.3604654	20.782398	hamlet		Zambe	gray	"6"
"POINT (18.635524 3.1579923)"	points	"4516792715"	3.1579923	18.635524	village		Zambi	yellow	"8"
"POINT (18.7692584 3.6054573)"	points	"4516792716"	3.6054573	18.7692584	village		Zambi	yellow	"8"
"POINT (18.6512386 3.2303465)"	points	"4516792717"	3.2303465	18.6512386	village		Zambi-Bakwa	yellow	"8"
"POINT (18.7875091 4.4239213)"	points	"4516792718"	4.4239213	18.7875091	village		Zawa	yellow	"8"
"POINT (21.1679168 4.2991013)"	points	"4516792719"	4.2991013	21.1679168	village		Zegbe	yellow	"8"
"POINT (18.792364 3.1601587)"	points	"4516792720"	3.1601587	18.792364	village		Zembe	yellow	"8"
"POINT (19.7833331 5.083333)"	points	"4516792721"	5.083333	19.7833331	village		Zimango	yellow	"8"
"POINT (18.599791 4.341357)"	points	"4516792722"	4.341357	18.599791	village		Zongo	yellow	"8"
"POINT (19.261312 5.007055)"	points	"4516792724"	5.007055	19.261312	village		pandu	yellow	"8"
"POINT (27.9363088 -5.9700112)"	points	"4516792725"	-5.9700112	27.9363088	hamlet			gray	"6"
"POINT (27.9276848 -5.9714073)"	points	"4516792726"	-5.9714073	27.9276848	village			yellow	"8"
"POINT (27.8096565 -5.9882478)"	points	"4516792727"	-5.9882478	27.8096565	village			yellow	"8"
"POINT (27.8386418 -5.9832963)"	points	"4516792728"	-5.9832963	27.8386418	village			yellow	"8"
"POINT (27.8566305 -5.9802609)"	points	"4516792734"	-5.9802609	27.8566305	hamlet			gray	"6"
"POINT (27.8708722 -5.9783531)"	points	"4516792735"	-5.9783531	27.8708722	village			yellow	"8"
"POINT (27.8818478 -5.9770896)"	points	"4516792736"	-5.9770896	27.8818478	village			yellow	"8"
"POINT (27.8923976 -5.9760511)"	points	"4516792737"	-5.9760511	27.8923976	village			yellow	"8"
"POINT (27.8936292 -5.9800779)"	points	"4516792738"	-5.9800779	27.8936292	hamlet			gray	"6"
"POINT (18.6135717 4.3102432)"	points	"4517137386"	4.3102432	18.6135717	hamlet			gray	"6"
"POINT (18.6209333 4.2889669)"	points	"4517137387"	4.2889669	18.6209333	village			yellow	"8"
"POINT (18.6293297 4.2708422)"	points	"4517137388"	4.2708422	18.6293297	village			yellow	"8"
"POINT (18.6311682 4.2625138)"	points	"4517138089"	4.2625138	18.6311682	village			yellow	"8"
"POINT (18.6344709 4.2541093)"	points	"4517138103"	4.2541093	18.6344709	hamlet			gray	"6"
"POINT (18.6367602 4.250402)"	points	"4517138104"	4.250402	18.6367602	hamlet			gray	"6"
"POINT (18.6393354 4.2471134)"	points	"4517138105"	4.2471134	18.6393354	hamlet			gray	"6"
"POINT (18.7431784 4.1958353)"	points	"4517138109"	4.1958353	18.7431784	hamlet			gray	"6"
"POINT (18.7553352 4.1783814)"	points	"4517138110"	4.1783814	18.7553352	village			yellow	"8"
"POINT (18.7691148 4.1664279)"	points	"4517138111"	4.1664279	18.7691148	hamlet			gray	"6"
"POINT (18.79068 4.1453864)"	points	"4517138112"	4.1453864	18.79068	village			yellow	"8"
"POINT (18.7884823 4.1281967)"	points	"4517138113"	4.1281967	18.7884823	hamlet			gray	"6"
"POINT (18.7833119 4.1220706)"	points	"4517138114"	4.1220706	18.7833119	village			yellow	"8"
"POINT (18.7649859 4.1007199)"	points	"4517138115"	4.1007199	18.7649859	hamlet			gray	"6"
"POINT (18.7581268 4.0757644)"	points	"4517138116"	4.0757644	18.7581268	hamlet			gray	"6"
"POINT (18.7051083 3.9455825)"	points	"4517138117"	3.9455825	18.7051083	hamlet			gray	"6"
"POINT (18.7186721 3.7544471)"	points	"4517138168"	3.7544471	18.7186721	village			yellow	"8"
"POINT (18.7254735 3.7511807)"	points	"4517138169"	3.7511807	18.7254735	village			yellow	"8"
"POINT (18.7067417 3.688026)"	points	"4517138170"	3.688026	18.7067417	village			yellow	"8"
"POINT (18.6923728 3.6783899)"	points	"4517204099"	3.6783899	18.6923728	village			yellow	"8"
"POINT (18.6902583 3.6773178)"	points	"4517204100"	3.6773178	18.6902583	village			yellow	"8"
"POINT (18.7533754 3.5636454)"	points	"4517204102"	3.5636454	18.7533754	hamlet			gray	"6"
"POINT (18.7570314 3.5800983)"	points	"4517204103"	3.5800983	18.7570314	hamlet			gray	"6"
"POINT (18.7594379 3.590327)"	points	"4517204107"	3.590327	18.7594379	hamlet			gray	"6"
"POINT (18.7816544 3.6588151)"	points	"4517204123"	3.6588151	18.7816544	hamlet			gray	"6"
"POINT (18.7787947 3.6608326)"	points	"4517204124"	3.6608326	18.7787947	hamlet			gray	"6"
"POINT (18.7706346 3.6750236)"	points	"4517204125"	3.6750236	18.7706346	hamlet			gray	"6"
"POINT (18.6498159 3.610761)"	points	"4517204126"	3.610761	18.6498159	village			yellow	"8"
"POINT (18.6504616 3.574424)"	points	"4517204127"	3.574424	18.6504616	hamlet			gray	"6"
"POINT (18.6519278 3.5670036)"	points	"4517204128"	3.5670036	18.6519278	hamlet			gray	"6"
"POINT (18.6320046 3.5552052)"	points	"4517204129"	3.5552052	18.6320046	hamlet			gray	"6"
"POINT (18.6559831 3.5173687)"	points	"4517204130"	3.5173687	18.6559831	hamlet			gray	"6"
"POINT (18.6676714 3.4873629)"	points	"4517204131"	3.4873629	18.6676714	hamlet			gray	"6"
"POINT (18.671619 3.483265)"	points	"4517204132"	3.483265	18.671619	village			yellow	"8"
"POINT (18.6769778 3.4801587)"	points	"4517204133"	3.4801587	18.6769778	village			yellow	"8"
"POINT (18.6534896 3.3814648)"	points	"4517204134"	3.3814648	18.6534896	village			yellow	"8"
"POINT (18.727532 2.9435579)"	points	"4517204166"	2.9435579	18.727532	village			yellow	"8"
"POINT (18.6436526 3.1863044)"	points	"4517204168"	3.1863044	18.6436526	hamlet			gray	"6"
"POINT (18.6469881 3.1929021)"	points	"4517204171"	3.1929021	18.6469881	hamlet			gray	"6"
"POINT (18.7802994 3.079995)"	points	"4517204177"	3.079995	18.7802994	village			yellow	"8"
"POINT (18.7793212 3.0615113)"	points	"4517204178"	3.0615113	18.7793212	hamlet			gray	"6"
"POINT (18.7667665 3.0367291)"	points	"4517204179"	3.0367291	18.7667665	village			yellow	"8"
"POINT (18.7502022 3.0440738)"	points	"4517204180"	3.0440738	18.7502022	village			yellow	"8"
"POINT (18.7428683 3.0357708)"	points	"4517204181"	3.0357708	18.7428683	hamlet			gray	"6"
"POINT (18.8017007 3.1060173)"	points	"4517268701"	3.1060173	18.8017007	village			yellow	"8"
"POINT (18.8233782 3.1091854)"	points	"4517268702"	3.1091854	18.8233782	village			yellow	"8"
"POINT (18.8532795 3.1189039)"	points	"4517268709"	3.1189039	18.8532795	village			yellow	"8"
"POINT (18.8514425 3.1237807)"	points	"4517268710"	3.1237807	18.8514425	hamlet			gray	"6"
"POINT (18.8085589 3.1058288)"	points	"4517268712"	3.1058288	18.8085589	hamlet			gray	"6"
"POINT (18.809718 3.1310778)"	points	"4517268758"	3.1310778	18.809718	hamlet			gray	"6"
"POINT (18.814131 3.1254588)"	points	"4517268759"	3.1254588	18.814131	hamlet			gray	"6"
"POINT (18.8104485 3.1152559)"	points	"4517268760"	3.1152559	18.8104485	village			yellow	"8"
"POINT (18.8756713 3.0837307)"	points	"4517268761"	3.0837307	18.8756713	village			yellow	"8"
"POINT (18.9062703 3.0900414)"	points	"4517268778"	3.0900414	18.9062703	hamlet			gray	"6"
"POINT (18.9390074 3.0995493)"	points	"4517268779"	3.0995493	18.9390074	village			yellow	"8"
"POINT (18.8890839 3.1600814)"	points	"4517268780"	3.1600814	18.8890839	village			yellow	"8"
"POINT (19.0736853 3.1436508)"	points	"4517268782"	3.1436508	19.0736853	village		Isabe	yellow	"8"
"POINT (19.0786447 3.1769835)"	points	"4517268783"	3.1769835	19.0786447	village		Bobalingana	yellow	"8"
"POINT (18.9703958 3.3255369)"	points	"4517268788"	3.3255369	18.9703958	village			yellow	"8"
"POINT (18.9683539 3.3342441)"	points	"4517268789"	3.3342441	18.9683539	village			yellow	"8"
"POINT (18.9623533 3.3414684)"	points	"4517268790"	3.3414684	18.9623533	village			yellow	"8"
"POINT (18.9396336 3.3574449)"	points	"4517268791"	3.3574449	18.9396336	village			yellow	"8"
"POINT (18.8310985 3.7592959)"	points	"4517268795"	3.7592959	18.8310985	village			yellow	"8"
"POINT (19.0862321 3.7295469)"	points	"4517268798"	3.7295469	19.0862321	village			yellow	"8"
"POINT (19.1166701 3.6521853)"	points	"4517268802"	3.6521853	19.1166701	village			yellow	"8"
"POINT (19.1464564 3.6220899)"	points	"4517268803"	3.6220899	19.1464564	village			yellow	"8"
"POINT (18.9871783 3.9079251)"	points	"4517310707"	3.9079251	18.9871783	hamlet			gray	"6"
"POINT (19.0045671 3.9722234)"	points	"4517310708"	3.9722234	19.0045671	village			yellow	"8"
"POINT (19.0330386 4.0044747)"	points	"4517310709"	4.0044747	19.0330386	village			yellow	"8"
"POINT (19.0515496 4.0017664)"	points	"4517310710"	4.0017664	19.0515496	village			yellow	"8"
"POINT (19.1939642 4.0473387)"	points	"4517310711"	4.0473387	19.1939642	hamlet			gray	"6"
"POINT (19.2135393 4.0654801)"	points	"4517310712"	4.0654801	19.2135393	village			yellow	"8"
"POINT (19.1437192 4.189538)"	points	"4517310713"	4.189538	19.1437192	village			yellow	"8"
"POINT (19.1221639 4.2098904)"	points	"4517310714"	4.2098904	19.1221639	hamlet			gray	"6"
"POINT (19.1175557 4.2159825)"	points	"4517310715"	4.2159825	19.1175557	hamlet			gray	"6"
"POINT (19.1000171 4.2279177)"	points	"4517310716"	4.2279177	19.1000171	hamlet			gray	"6"
"POINT (19.0657289 4.2373676)"	points	"4517310717"	4.2373676	19.0657289	village			yellow	"8"
"POINT (19.0306637 4.2507)"	points	"4517310718"	4.2507	19.0306637	hamlet			gray	"6"
"POINT (19.0060117 4.2582133)"	points	"4517310719"	4.2582133	19.0060117	village			yellow	"8"
"POINT (18.9800102 4.2758135)"	points	"4517310720"	4.2758135	18.9800102	hamlet			gray	"6"
