WKT	type	osm_id	lat	lon	place	abandoned:place	name	marker-color	marker-size
"POINT (18.82821 -4.72016)"	points	"1161444082"	-4.72016	18.82821	village		Milundu	yellow	"8"
"POINT (19.02444 -3.99052)"	points	"1161444107"	-3.99052	19.02444	village		Ivang Cke	yellow	"8"
"POINT (18.47348 -4.8542)"	points	"1161444111"	-4.8542	18.47348	village		Kimbinga	yellow	"8"
"POINT (19.13372 -4.22284)"	points	"1161444126"	-4.22284	19.13372	village		Mutsunu	yellow	"8"
"POINT (19.36105 -4.09215)"	points	"1161444134"	-4.09215	19.36105	village		Iswi Village	yellow	"8"
"POINT (19.37707 -4.29412)"	points	"1161444140"	-4.29412	19.37707	village		Lulem	yellow	"8"
"POINT (18.71005 -4.70121)"	points	"1161444155"	-4.70121	18.71005	village		Mbendi	yellow	"8"
"POINT (19.60357 -4.3843)"	points	"1161444164"	-4.3843	19.60357	village		Nsongo Pio Pio	yellow	"8"
"POINT (18.91487 -4.48905)"	points	"1161444175"	-4.48905	18.91487	village		Mibiere II	yellow	"8"
"POINT (18.91453 -3.77357)"	points	"1161444183"	-3.77357	18.91453	village		Kinkuni I	yellow	"8"
"POINT (19.50748 -4.69264)"	points	"1161444193"	-4.69264	19.50748	village		Ndung	yellow	"8"
"POINT (19.18816 -4.74438)"	points	"1161444202"	-4.74438	19.18816	village		Nkutu	yellow	"8"
"POINT (18.50246 -4.64206)"	points	"1161444216"	-4.64206	18.50246	village		Kipengi	yellow	"8"
"POINT (19.41589 -4.21835)"	points	"1161444223"	-4.21835	19.41589	village		Sitosey	yellow	"8"
"POINT (18.9253 -4.04894)"	points	"1161444236"	-4.04894	18.9253	village		Mangwang	yellow	"8"
"POINT (19.86949 -4.16626)"	points	"1161444251"	-4.16626	19.86949	village		Ibwa	yellow	"8"
"POINT (19.23867 -4.29752)"	points	"1161444255"	-4.29752	19.23867	village		Mbele Eyuyu	yellow	"8"
"POINT (18.87915 -3.75584)"	points	"1161444271"	-3.75584	18.87915	village		Ibinga	yellow	"8"
"POINT (19.4174 -4.46925)"	points	"1161444282"	-4.46925	19.4174	village		Ndung Djanga Djanga	yellow	"8"
"POINT (19.09325 -4.57493)"	points	"1161444294"	-4.57493	19.09325	village		Kanga I	yellow	"8"
"POINT (19.28346 -4.00399)"	points	"1161444311"	-4.00399	19.28346	village		Kimbimbi	yellow	"8"
"POINT (18.46581 -4.75788)"	points	"1161444324"	-4.75788	18.46581	village		Kimbinga	yellow	"8"
"POINT (19.41665 -4.34133)"	points	"1161444334"	-4.34133	19.41665	village		Nsongo Musenge	yellow	"8"
"POINT (18.96088 -3.99162)"	points	"1161444351"	-3.99162	18.96088	village		Mateko Kaa	yellow	"8"
"POINT (18.64202 -4.83301)"	points	"1161444364"	-4.83301	18.64202	village		Pombo Muyalu	yellow	"8"
"POINT (18.51951 -4.67665)"	points	"1161444379"	-4.67665	18.51951	village		Kitindi I	yellow	"8"
"POINT (19.00868 -4.15134)"	points	"1161444395"	-4.15134	19.00868	village		Mbala II	yellow	"8"
"POINT (19.3483 -4.14918)"	points	"1161444405"	-4.14918	19.3483	village		Nsong Ela	yellow	"8"
"POINT (18.68332 -4.55701)"	points	"1161444422"	-4.55701	18.68332	village		Camp Avion	yellow	"8"
"POINT (19.58081 -4.3221)"	points	"1161444436"	-4.3221	19.58081	village		Ngiebiala	yellow	"8"
"POINT (18.87218 -4.13128)"	points	"1161444443"	-4.13128	18.87218	village		Baya I	yellow	"8"
"POINT (19.78199 -4.60805)"	points	"1161444459"	-4.60805	19.78199	village		Mbwim	yellow	"8"
"POINT (18.93858 -3.93142)"	points	"1161444468"	-3.93142	18.93858	village		Camp Cs Nsenge Nsenge	yellow	"8"
"POINT (19.34186 -4.72727)"	points	"1161444492"	-4.72727	19.34186	village		Mankondo	yellow	"8"
"POINT (19.30912 -4.71711)"	points	"1161444505"	-4.71711	19.30912	village		Nsim	yellow	"8"
"POINT (19.03831 -4.59123)"	points	"1161444510"	-4.59123	19.03831	village		Bienzi	yellow	"8"
"POINT (19.31394 -3.99055)"	points	"1161444536"	-3.99055	19.31394	village		Mbako	yellow	"8"
"POINT (18.56152 -4.76514)"	points	"1161444543"	-4.76514	18.56152	village		Bumayeye	yellow	"8"
"POINT (18.49226 -4.68737)"	points	"1161444554"	-4.68737	18.49226	village		Mundondo II	yellow	"8"
"POINT (18.97477 -3.73018)"	points	"1161444568"	-3.73018	18.97477	village		Ngiebang I	yellow	"8"
"POINT (19.61231 -4.18932)"	points	"1161444579"	-4.18932	19.61231	village		Kwanzolo II	yellow	"8"
"POINT (18.5911 -4.83981)"	points	"1161444589"	-4.83981	18.5911	village		Kisumbi	yellow	"8"
"POINT (19.7325 -4.30972)"	points	"1161444612"	-4.30972	19.7325	village		Mambem	yellow	"8"
"POINT (19.20906 -4.02732)"	points	"1161444627"	-4.02732	19.20906	village		Ntum	yellow	"8"
"POINT (19.31385 -4.19691)"	points	"1161444648"	-4.19691	19.31385	village		Owum Ngelekang	yellow	"8"
"POINT (19.33189 -4.26146)"	points	"1161444661"	-4.26146	19.33189	village		Itere Ntamia	yellow	"8"
"POINT (19.46722 -4.3379)"	points	"1161444692"	-4.3379	19.46722	village		Kongo Bier	yellow	"8"
"POINT (18.49747 -4.67463)"	points	"1161444708"	-4.67463	18.49747	village		Kimbaya I	yellow	"8"
"POINT (19.26259 -4.32045)"	points	"1161444716"	-4.32045	19.26259	village		Nsien Waya Waya	yellow	"8"
"POINT (19.05013 -3.96688)"	points	"1161444731"	-3.96688	19.05013	village		Emaus	yellow	"8"
"POINT (18.97235 -4.76261)"	points	"1161444740"	-4.76261	18.97235	village		Mituku Mituku	yellow	"8"
"POINT (18.50328 -4.86531)"	points	"1161444748"	-4.86531	18.50328	village		Kiasi	yellow	"8"
"POINT (18.58433 -4.64101)"	points	"1161444759"	-4.64101	18.58433	village		Mbanza Kilenda	yellow	"8"
"POINT (19.23744 -4.21627)"	points	"1161444765"	-4.21627	19.23744	village		Osobo	yellow	"8"
"POINT (19.44376 -4.0859)"	points	"1161444777"	-4.0859	19.44376	village		Elwom	yellow	"8"
"POINT (19.0196 -4.0383)"	points	"1161444788"	-4.0383	19.0196	village		Mbay Kamtsha	yellow	"8"
"POINT (19.85099 -4.36178)"	points	"1161444802"	-4.36178	19.85099	village		Nta Nsong	yellow	"8"
"POINT (18.9031 -4.40855)"	points	"1161444821"	-4.40855	18.9031	village		Nkwaya	yellow	"8"
"POINT (19.33384 -4.52559)"	points	"1161444826"	-4.52559	19.33384	village		Bukwon Mayili	yellow	"8"
"POINT (19.24014 -4.75575)"	points	"1161444839"	-4.75575	19.24014	village		Bwal Esem	yellow	"8"
"POINT (19.2137 -4.0185)"	points	"1161444845"	-4.0185	19.2137	village		Maswi	yellow	"8"
"POINT (18.48052 -4.78349)"	points	"1161444861"	-4.78349	18.48052	village		Kimbangu	yellow	"8"
"POINT (18.49815 -4.79685)"	points	"1161444867"	-4.79685	18.49815	village		Kanza	yellow	"8"
"POINT (19.11943 -3.83247)"	points	"1161444879"	-3.83247	19.11943	village		Mikungu Kungu	yellow	"8"
"POINT (18.60346 -4.83954)"	points	"1161444887"	-4.83954	18.60346	village		Kikwati	yellow	"8"
"POINT (18.55698 -4.68367)"	points	"1161444896"	-4.68367	18.55698	village		Mubanga	yellow	"8"
"POINT (19.14227 -4.04509)"	points	"1161444913"	-4.04509	19.14227	village		Lekima	yellow	"8"
"POINT (19.27064 -4.01451)"	points	"1161444917"	-4.01451	19.27064	village		Nsim	yellow	"8"
"POINT (19.28379 -4.15005)"	points	"1161444929"	-4.15005	19.28379	village		Ndung II	yellow	"8"
"POINT (18.69987 -4.62341)"	points	"1161444931"	-4.62341	18.69987	village		Bukanga Nord	yellow	"8"
"POINT (19.39405 -4.376)"	points	"1161444944"	-4.376	19.39405	village		Mbele Musay	yellow	"8"
"POINT (18.82751 -3.92298)"	points	"1161444949"	-3.92298	18.82751	village		Kimpanga Mpukulu	yellow	"8"
"POINT (19.70592 -4.59902)"	points	"1161444964"	-4.59902	19.70592	village		Malele Ekieme	yellow	"8"
"POINT (19.31696 -4.72624)"	points	"1161444974"	-4.72624	19.31696	village		Camp Badinga	yellow	"8"
"POINT (19.24644 -4.74442)"	points	"1161444979"	-4.74442	19.24644	village		Mbele Bulungu	yellow	"8"
"POINT (19.29011 -4.06402)"	points	"1161444985"	-4.06402	19.29011	village		Nzembe Woseme	yellow	"8"
"POINT (18.78238 -4.62941)"	points	"1161444988"	-4.62941	18.78238	village		Kikongo Mitshakila	yellow	"8"
"POINT (19.47766 -4.28282)"	points	"1161444996"	-4.28282	19.47766	village		Imbim Masa	yellow	"8"
"POINT (20.01836 -4.45596)"	points	"1161444999"	-4.45596	20.01836	village		Mpesanga	yellow	"8"
"POINT (20.07103 -4.41965)"	points	"1161445008"	-4.41965	20.07103	village		Kapanga	yellow	"8"
"POINT (18.91823 -4.19439)"	points	"1161445011"	-4.19439	18.91823	village		Kibala	yellow	"8"
"POINT (19.72718 -4.47935)"	points	"1161445021"	-4.47935	19.72718	village		Mo Katshul	yellow	"8"
"POINT (19.53751 -4.17574)"	points	"1161445027"	-4.17574	19.53751	village		Olienengie	yellow	"8"
"POINT (18.74486 -4.64182)"	points	"1161445032"	-4.64182	18.74486	village		Mbanza	yellow	"8"
"POINT (19.69328 -4.40555)"	points	"1161445039"	-4.40555	19.69328	village		Nsim Kadima	yellow	"8"
"POINT (18.82681 -3.87053)"	points	"1161445041"	-3.87053	18.82681	village		Lungwama Centre	yellow	"8"
"POINT (19.3915557 -4.4729033)"	points	"1161445051"	-4.4729033	19.3915557	village		Lubang Fioti	yellow	"8"
"POINT (18.58346 -4.82522)"	points	"1161445055"	-4.82522	18.58346	village		Kingwaya Butini	yellow	"8"
"POINT (18.4381667 -4.5559722)"	points	"1161445061"	-4.5559722	18.4381667	village		Bwatundu	yellow	"8"
"POINT (19.12924 -4.2042)"	points	"1161445064"	-4.2042	19.12924	village		Kimbanda II	yellow	"8"
"POINT (19.31096 -4.18364)"	points	"1161445073"	-4.18364	19.31096	village		Nsong Badinga	yellow	"8"
"POINT (18.59698 -4.60443)"	points	"1161445077"	-4.60443	18.59698	village		Mbulukumbi	yellow	"8"
"POINT (19.09963 -4.12812)"	points	"1161445080"	-4.12812	19.09963	village		Beach Olenge	yellow	"8"
"POINT (19.91632 -4.20611)"	points	"1161445083"	-4.20611	19.91632	village		Miti Miti	yellow	"8"
"POINT (19.14645 -4.08618)"	points	"1161445086"	-4.08618	19.14645	village		Disu Mosi	yellow	"8"
"POINT (18.76068 -3.97177)"	points	"1161445100"	-3.97177	18.76068	village		Nkwaya	yellow	"8"
"POINT (19.37842 -4.45756)"	points	"1161445136"	-4.45756	19.37842	village		Matemayum	yellow	"8"
"POINT (19.54974 -4.44358)"	points	"1161445138"	-4.44358	19.54974	village		Mikiese	yellow	"8"
"POINT (19.17159 -4.49177)"	points	"1161445147"	-4.49177	19.17159	village		Tshambana	yellow	"8"
"POINT (19.52544 -4.14534)"	points	"1161445152"	-4.14534	19.52544	village		Yembele Yembele	yellow	"8"
"POINT (18.82575 -4.62205)"	points	"1161445167"	-4.62205	18.82575	village		Nsama Nsama	yellow	"8"
"POINT (18.66538 -4.69858)"	points	"1161445173"	-4.69858	18.66538	village		Bionga II	yellow	"8"
"POINT (18.75097 -3.88983)"	points	"1161445174"	-3.88983	18.75097	village		Bubama	yellow	"8"
"POINT (19.73449 -4.36327)"	points	"1161445185"	-4.36327	19.73449	village		Ngwiyum Mankondo Mankondo II	yellow	"8"
"POINT (19.1448 -4.29804)"	points	"1161445190"	-4.29804	19.1448	village		Say I	yellow	"8"
"POINT (19.3109 -4.19063)"	points	"1161445198"	-4.19063	19.3109	village		Basakata	yellow	"8"
"POINT (19.38915 -3.96542)"	points	"1161445201"	-3.96542	19.38915	village		Pio Pio Village	yellow	"8"
"POINT (18.51504 -4.64741)"	points	"1161445216"	-4.64741	18.51504	village		Luyinda	yellow	"8"
"POINT (19.36927 -4.32444)"	points	"1161445222"	-4.32444	19.36927	village		Nsimanzey	yellow	"8"
"POINT (19.14356 -3.8666)"	points	"1161445233"	-3.8666	19.14356	village		Mbangan	yellow	"8"
"POINT (19.37363 -4.71272)"	points	"1161445241"	-4.71272	19.37363	village		Pangu Ikangu	yellow	"8"
"POINT (18.93327 -4.53556)"	points	"1161445247"	-4.53556	18.93327	village		Camp Enseignants Institut Mukoko	yellow	"8"
"POINT (18.47816 -4.77961)"	points	"1161445256"	-4.77961	18.47816	village		Mvondo	yellow	"8"
"POINT (18.8762 -4.18659)"	points	"1161445262"	-4.18659	18.8762	village		Mobini Village	yellow	"8"
"POINT (19.57714 -4.24478)"	points	"1161445267"	-4.24478	19.57714	village		Ngie Nsong	yellow	"8"
"POINT (19.09192 -4.20418)"	points	"1161445270"	-4.20418	19.09192	village		Mupoy	yellow	"8"
"POINT (19.79994 -4.61099)"	points	"1161445282"	-4.61099	19.79994	village		Nganda Ilundu	yellow	"8"
"POINT (19.17058 -4.05113)"	points	"1161445292"	-4.05113	19.17058	village		Ntakibay	yellow	"8"
"POINT (19.68392 -4.4426)"	points	"1161445300"	-4.4426	19.68392	village		Ya Tulni	yellow	"8"
"POINT (18.91133 -4.54487)"	points	"1161445307"	-4.54487	18.91133	village		Longo Kuma Kuma	yellow	"8"
"POINT (19.52611 -4.03023)"	points	"1161445312"	-4.03023	19.52611	village		Ilieme	yellow	"8"
"POINT (18.7611 -4.69551)"	points	"1161445326"	-4.69551	18.7611	village		Mavunda	yellow	"8"
"POINT (19.67524 -4.24691)"	points	"1161445332"	-4.24691	19.67524	village		Ngulungu	yellow	"8"
"POINT (18.88754 -3.96838)"	points	"1161445337"	-3.96838	18.88754	village		Maba Maba I	yellow	"8"
"POINT (18.85227 -4.76913)"	points	"1161445353"	-4.76913	18.85227	village		Mipango	yellow	"8"
"POINT (19.08459 -4.16704)"	points	"1161445359"	-4.16704	19.08459	village		Israel	yellow	"8"
"POINT (19.51096 -4.01643)"	points	"1161445376"	-4.01643	19.51096	village		Mburkie	yellow	"8"
"POINT (19.18874 -3.89175)"	points	"1161445383"	-3.89175	19.18874	village		Bikoko	yellow	"8"
"POINT (18.51017 -4.76245)"	points	"1161445407"	-4.76245	18.51017	village		Bumba-Kati	yellow	"8"
"POINT (19.22974 -4.23666)"	points	"1161445417"	-4.23666	19.22974	village		Kumukari I	yellow	"8"
"POINT (18.90116 -3.77024)"	points	"1161445436"	-3.77024	18.90116	village		Kinkuni II	yellow	"8"
"POINT (19.30794 -4.78046)"	points	"1161445442"	-4.78046	19.30794	village		Wawa	yellow	"8"
"POINT (19.69052 -4.67623)"	points	"1161445463"	-4.67623	19.69052	village		Kalanganda Mbele	yellow	"8"
"POINT (18.92314 -4.57421)"	points	"1161445488"	-4.57421	18.92314	village		Mbila II	yellow	"8"
"POINT (19.5154 -4.13919)"	points	"1161445498"	-4.13919	19.5154	village		Mpiin	yellow	"8"
"POINT (18.70145 -4.74517)"	points	"1161445521"	-4.74517	18.70145	village		Mangiombo	yellow	"8"
"POINT (18.70489 -4.59581)"	points	"1161445531"	-4.59581	18.70489	village		Kikandji	yellow	"8"
"POINT (19.77231 -4.26776)"	points	"1161445555"	-4.26776	19.77231	village		Kapia Village	yellow	"8"
"POINT (19.77833 -4.64304)"	points	"1161445563"	-4.64304	19.77833	village		Laba Petit Seminaire	yellow	"8"
"POINT (19.15778 -4.0586)"	points	"1161445585"	-4.0586	19.15778	village		Ekia	yellow	"8"
"POINT (19.67352 -4.47767)"	points	"1161445593"	-4.47767	19.67352	village		Kasangunda	yellow	"8"
"POINT (19.41541 -4.05913)"	points	"1161445618"	-4.05913	19.41541	village		Empe	yellow	"8"
"POINT (19.67799 -4.24858)"	points	"1161445642"	-4.24858	19.67799	village		Ntamandie	yellow	"8"
"POINT (18.6392 -4.75032)"	points	"1161445648"	-4.75032	18.6392	village		Kiyinda	yellow	"8"
"POINT (19.62189 -4.3111)"	points	"1161445666"	-4.3111	19.62189	village		Nkutu	yellow	"8"
"POINT (19.13892 -4.00504)"	points	"1161445676"	-4.00504	19.13892	village		Lefemen	yellow	"8"
"POINT (19.29658 -4.44492)"	points	"1161445741"	-4.44492	19.29658	village		Imbim	yellow	"8"
"POINT (19.05119 -4.62181)"	points	"1161445761"	-4.62181	19.05119	village		Lupaka I	yellow	"8"
"POINT (18.51411 -4.78182)"	points	"1161445769"	-4.78182	18.51411	village		Kitudi	yellow	"8"
"POINT (18.95213 -4.06759)"	points	"1161445786"	-4.06759	18.95213	village		Milundu	yellow	"8"
"POINT (19.54433 -4.17949)"	points	"1161445787"	-4.17949	19.54433	village		Nsorkie	yellow	"8"
"POINT (18.68923 -4.60946)"	points	"1161445800"	-4.60946	18.68923	village		Bukanga Sengi	yellow	"8"
"POINT (18.87402 -4.03544)"	points	"1161445810"	-4.03544	18.87402	village		Matari Kalina	yellow	"8"
"POINT (19.04562 -4.10101)"	points	"1161445831"	-4.10101	19.04562	village		Mpum I	yellow	"8"
"POINT (18.89028 -3.99899)"	points	"1161445841"	-3.99899	18.89028	village		Lunkwanzal	yellow	"8"
"POINT (19.33486 -4.51635)"	points	"1161445851"	-4.51635	19.33486	village		Koko Kianga	yellow	"8"
"POINT (19.55611 -4.8074)"	points	"1161445864"	-4.8074	19.55611	village		Impasi Iseme	yellow	"8"
"POINT (18.88328 -4.53257)"	points	"1161445873"	-4.53257	18.88328	village		Nkara Secteur	yellow	"8"
"POINT (19.26879 -4.01882)"	points	"1161445889"	-4.01882	19.26879	village		Nkonkol	yellow	"8"
"POINT (18.80289 -4.77659)"	points	"1161445893"	-4.77659	18.80289	village		Mibidi	yellow	"8"
"POINT (18.66766 -4.74372)"	points	"1161445910"	-4.74372	18.66766	village		Kulungu Sekisanga	yellow	"8"
"POINT (18.7636 -4.00847)"	points	"1161445922"	-4.00847	18.7636	village		Kikama I	yellow	"8"
"POINT (18.7692 -4.84892)"	points	"1161445937"	-4.84892	18.7692	village		Mbelo Muba	yellow	"8"
"POINT (19.75055 -4.28418)"	points	"1161445951"	-4.28418	19.75055	village		Kibwadu	yellow	"8"
"POINT (18.83212 -4.11278)"	points	"1161445957"	-4.11278	18.83212	village		Nkenge Budimbu	yellow	"8"
"POINT (19.44178 -4.24417)"	points	"1161445967"	-4.24417	19.44178	village		Nsongo Mpangu	yellow	"8"
"POINT (19.24965 -3.9999)"	points	"1161445973"	-3.9999	19.24965	village		Matu Biti	yellow	"8"
"POINT (18.67256 -4.67265)"	points	"1161445984"	-4.67265	18.67256	village		Bikundidi	yellow	"8"
"POINT (19.61501 -4.36512)"	points	"1161445990"	-4.36512	19.61501	village		Bampumu II	yellow	"8"
"POINT (19.13935 -3.84732)"	points	"1161446003"	-3.84732	19.13935	village		Muzulu Village	yellow	"8"
"POINT (19.73266 -4.5618)"	points	"1161446021"	-4.5618	19.73266	village		Nsinamukondo	yellow	"8"
"POINT (18.85887 -4.51879)"	points	"1161446031"	-4.51879	18.85887	village		Nkara Ewa Village	yellow	"8"
"POINT (18.60289 -4.67339)"	points	"1161446048"	-4.67339	18.60289	village		Kunga	yellow	"8"
"POINT (19.66009 -4.09688)"	points	"1161446055"	-4.09688	19.66009	village		Wanta	yellow	"8"
"POINT (19.20298 -4.04096)"	points	"1161446063"	-4.04096	19.20298	village		Ntangwam	yellow	"8"
"POINT (20.03611 -4.58763)"	points	"1161446069"	-4.58763	20.03611	village		Kasenge Pangu	yellow	"8"
"POINT (19.7579 -4.45696)"	points	"1161446079"	-4.45696	19.7579	village		Mikweme I	yellow	"8"
"POINT (19.20869 -4.14878)"	points	"1161446083"	-4.14878	19.20869	village		Mbansam	yellow	"8"
"POINT (18.73223 -3.94142)"	points	"1161446086"	-3.94142	18.73223	village		Kindey I	yellow	"8"
"POINT (19.46233 -4.63784)"	points	"1161446090"	-4.63784	19.46233	village		Musele Esal	yellow	"8"
"POINT (19.22485 -4.71066)"	points	"1161446092"	-4.71066	19.22485	village		Kinkasa	yellow	"8"
"POINT (19.281 -4.08273)"	points	"1161446107"	-4.08273	19.281	village		Itere Ndukute	yellow	"8"
"POINT (18.65008 -4.77535)"	points	"1161446109"	-4.77535	18.65008	village		Kimanu	yellow	"8"
"POINT (19.31263 -4.39847)"	points	"1161446122"	-4.39847	19.31263	village		Kimputu Village	yellow	"8"
"POINT (19.15556 -3.99611)"	points	"1161446130"	-3.99611	19.15556	village		Kisang Ndie	yellow	"8"
"POINT (18.86655 -4.78525)"	points	"1161446133"	-4.78525	18.86655	village		Ngamba Iseme	yellow	"8"
"POINT (18.62609 -4.69283)"	points	"1161446139"	-4.69283	18.62609	village		Kisumba I	yellow	"8"
"POINT (19.25073 -4.40808)"	points	"1161446145"	-4.40808	19.25073	village		Katanga	yellow	"8"
"POINT (19.39699 -4.06003)"	points	"1161446154"	-4.06003	19.39699	village		Depot Iswi	yellow	"8"
"POINT (18.80103 -4.64527)"	points	"1161446163"	-4.64527	18.80103	village		Mbansama	yellow	"8"
"POINT (19.37478 -4.39909)"	points	"1161446175"	-4.39909	19.37478	village		Bwantang	yellow	"8"
"POINT (18.76673 -3.8853)"	points	"1161446179"	-3.8853	18.76673	village		Tshuku Tshuku	yellow	"8"
"POINT (19.48843 -4.79045)"	points	"1161446189"	-4.79045	19.48843	village		Impasi Makanga	yellow	"8"
"POINT (19.47646 -4.80192)"	points	"1161446198"	-4.80192	19.47646	village		Impasi Impata	yellow	"8"
"POINT (19.17612 -4.58079)"	points	"1161446204"	-4.58079	19.17612	village		Mikingi	yellow	"8"
"POINT (19.54478 -4.12168)"	points	"1161446210"	-4.12168	19.54478	village		Mbrakiam	yellow	"8"
"POINT (18.58152 -4.66302)"	points	"1161446291"	-4.66302	18.58152	village		Mbanza	yellow	"8"
"POINT (18.82567 -4.72167)"	points	"1161446296"	-4.72167	18.82567	village		Kiwamba	yellow	"8"
"POINT (19.02476 -3.92027)"	points	"1161446312"	-3.92027	19.02476	village		Okaa	yellow	"8"
"POINT (18.74482 -4.83414)"	points	"1161446327"	-4.83414	18.74482	village		Kabamba	yellow	"8"
"POINT (19.95265 -4.4608)"	points	"1161446334"	-4.4608	19.95265	village		Bankumuna	yellow	"8"
"POINT (18.90233 -4.19001)"	points	"1161446349"	-4.19001	18.90233	village		Musim	yellow	"8"
"POINT (18.91542 -4.76774)"	points	"1161446355"	-4.76774	18.91542	village		Camp Paka Paka	yellow	"8"
"POINT (19.2356 -3.89172)"	points	"1161446368"	-3.89172	19.2356	village		Nkway	yellow	"8"
"POINT (19.50207 -4.12711)"	points	"1161446375"	-4.12711	19.50207	village		Mpiendung	yellow	"8"
"POINT (19.66985 -4.31015)"	points	"1161446386"	-4.31015	19.66985	village		Iben	yellow	"8"
"POINT (18.64685 -4.70481)"	points	"1161446392"	-4.70481	18.64685	village		Manzanza	yellow	"8"
"POINT (19.69969 -4.36582)"	points	"1161446408"	-4.36582	19.69969	village		Bampum Cke	yellow	"8"
"POINT (18.99871 -3.73751)"	points	"1161446420"	-3.73751	18.99871	village		Balula	yellow	"8"
"POINT (19.14583 -4.49215)"	points	"1161446426"	-4.49215	19.14583	village		Camp Kimbanguiste Ebay	yellow	"8"
"POINT (18.73345 -4.6262)"	points	"1161446443"	-4.6262	18.73345	village		Kibangu	yellow	"8"
"POINT (18.92271 -4.20349)"	points	"1161446449"	-4.20349	18.92271	village		Tshamper	yellow	"8"
"POINT (19.30226 -3.92515)"	points	"1161446467"	-3.92515	19.30226	village		Kilom	yellow	"8"
"POINT (18.6664 -4.57817)"	points	"1161446474"	-4.57817	18.6664	village		Kimba Kwilu	yellow	"8"
"POINT (19.14214 -4.23103)"	points	"1161446493"	-4.23103	19.14214	village		Bisey Sud	yellow	"8"
"POINT (18.95244 -4.22779)"	points	"1161446499"	-4.22779	18.95244	village		Tebe Poste	yellow	"8"
"POINT (18.8546 -3.94404)"	points	"1161446513"	-3.94404	18.8546	village		Lubama	yellow	"8"
"POINT (19.72383 -4.47448)"	points	"1161446527"	-4.47448	19.72383	village		Mo Vienne	yellow	"8"
"POINT (19.33338 -4.534)"	points	"1161446534"	-4.534	19.33338	village		Mbele Mpini	yellow	"8"
"POINT (18.85299 -4.51461)"	points	"1161446551"	-4.51461	18.85299	village		Camp Ntaba	yellow	"8"
"POINT (19.27101 -4.09013)"	points	"1161446554"	-4.09013	19.27101	village		Itere Mazum	yellow	"8"
"POINT (18.66943 -4.67224)"	points	"1161446577"	-4.67224	18.66943	village		Kilesa	yellow	"8"
"POINT (18.53912 -4.63405)"	points	"1161446582"	-4.63405	18.53912	village		Buvuku Kindala	yellow	"8"
"POINT (18.90692 -3.8664)"	points	"1161446606"	-3.8664	18.90692	village		Ngebumu II	yellow	"8"
"POINT (18.89723 -4.78878)"	points	"1161446617"	-4.78878	18.89723	village		Camp Mubungi	yellow	"8"
"POINT (19.22146 -4.13674)"	points	"1161446634"	-4.13674	19.22146	village		Mpum	yellow	"8"
"POINT (19.34996 -3.98168)"	points	"1161446656"	-3.98168	19.34996	village		Ngiensong	yellow	"8"
"POINT (19.50823 -4.10538)"	points	"1161446669"	-4.10538	19.50823	village		Poste Gecotra	yellow	"8"
"POINT (18.42933 -4.80094)"	points	"1161446704"	-4.80094	18.42933	village		Ngongo Ngaka	yellow	"8"
"POINT (19.28387 -4.40911)"	points	"1161446717"	-4.40911	19.28387	village		Mbansam Fioti	yellow	"8"
"POINT (19.18131 -4.48765)"	points	"1161446745"	-4.48765	19.18131	village		Mpasi Mpamba	yellow	"8"
"POINT (19.08002 -3.90566)"	points	"1161446756"	-3.90566	19.08002	hamlet		Kimpanga Retrouve	gray	"6"
"POINT (19.69018 -4.54218)"	points	"1161446790"	-4.54218	19.69018	village		Mukoko Musenge	yellow	"8"
"POINT (19.37506 -4.60402)"	points	"1161446813"	-4.60402	19.37506	village		Bulwem Mpolo	yellow	"8"
"POINT (18.96759 -4.53646)"	points	"1161446825"	-4.53646	18.96759	village		Paroisse Kimbanguiste Longo II	yellow	"8"
"POINT (18.6809 -4.61749)"	points	"1161446846"	-4.61749	18.6809	village		Pasikibongo	yellow	"8"
"POINT (19.36658 -4.28485)"	points	"1161446855"	-4.28485	19.36658	village		Ikiem	yellow	"8"
"POINT (18.90804 -4.41745)"	points	"1161446877"	-4.41745	18.90804	village		Camp Enseignant Institut Nto Nsania	yellow	"8"
"POINT (19.97216 -4.22833)"	points	"1161446889"	-4.22833	19.97216	village		Nkumileke	yellow	"8"
"POINT (18.83552 -4.16968)"	points	"1161446907"	-4.16968	18.83552	village		Yaya Simanton	yellow	"8"
"POINT (18.71501 -3.9446)"	points	"1161446918"	-3.9446	18.71501	village		Wamba	yellow	"8"
"POINT (18.85686 -4.53048)"	points	"1161446935"	-4.53048	18.85686	village		Ntshiangobo	yellow	"8"
"POINT (19.31771 -4.15669)"	points	"1161446953"	-4.15669	19.31771	village		Mpwonsiene	yellow	"8"
"POINT (18.53144 -4.62006)"	points	"1161446957"	-4.62006	18.53144	village		Mingamba	yellow	"8"
"POINT (19.57526 -4.42191)"	points	"1161446972"	-4.42191	19.57526	village		Bampum Ebay	yellow	"8"
"POINT (19.15222 -3.97657)"	points	"1161446983"	-3.97657	19.15222	village		Ndjin Ndjin	yellow	"8"
"POINT (18.61865 -4.83909)"	points	"1161447065"	-4.83909	18.61865	village		Kimbwisi	yellow	"8"
"POINT (18.65974 -4.66201)"	points	"1161447078"	-4.66201	18.65974	village		Mulemba	yellow	"8"
"POINT (19.19105 -4.06898)"	points	"1161447086"	-4.06898	19.19105	village		Ntakun	yellow	"8"
"POINT (19.20543 -3.94607)"	points	"1161447105"	-3.94607	19.20543	village		Ngueletal I	yellow	"8"
